temperature,humidity,wind_speed,solar_radiation,peak_hour_indicator,daily_units,monthly_units
28.24,23.93,3.78,688.11,19,12.72,381.68
9.2,72.33,12.16,21.16,16,10.81,324.4
24.02,79.56,14.21,336.71,7,7.95,238.52
12.78,40.03,2.04,144.48,15,10.59,317.59
27.09,64.83,7.46,232.97,1,4.98,149.39
3.96,41.99,3.21,905.49,23,14.55,436.54
35.06,87.06,0.9,36.89,21,15.12,453.7
7.93,22.34,4.88,219.8,9,6.22,186.47
11.55,60.59,2.16,309.57,2,3.88,116.37
-2.39,31.66,10.65,616.88,17,10.47,314.25
0.02,69.86,8.01,534.1,24,15.43,462.8
18.21,32.31,2.16,218.27,10,7.49,224.57
7.04,36.48,0.14,164.24,6,5.62,168.57
32.6,54.61,12.12,236.8,5,6.97,208.97
-4.34,84.04,2.64,502.53,8,6.78,203.25
12.06,34.82,9.09,271.18,8,6.5,195.03
10.18,30.1,5.05,947.6,5,5.84,175.13
-4.13,73.13,8.78,463.87,12,9.38,281.53
0.6,55.04,4.73,58.8,7,6.05,181.5
13.61,83.82,1.3,729.27,13,10.47,314.22
17.18,30.26,3.34,328.85,13,9.48,284.42
13.19,65.21,2.82,653.49,17,12.01,360.38
18.89,36.3,6.42,279.59,4,5.64,169.26
21.78,30.97,9.87,570.74,18,12.82,384.73
-4.55,67.84,3.96,772.15,10,8.13,244.03
15.88,61.56,0.18,928.01,3,5.38,161.46
38.36,72.84,7.78,261.13,12,10.99,329.62
18.36,41.66,9.09,334.86,1,3.7,111.0
25.49,51.36,14.44,464.27,11,9.23,276.84
9.03,48.38,8.84,927.17,18,12.51,375.21
29.83,88.89,7.07,901.39,13,12.31,369.39
29.78,40.46,8.6,89.88,17,12.27,368.17
18.46,40.64,13.92,131.93,8,6.87,206.07
38.92,44.82,12.43,495.51,20,15.1,452.87
0.65,59.52,4.84,106.62,19,11.74,352.31
-4.24,37.66,3.56,345.58,17,10.24,307.12
29.66,84.07,3.94,148.39,2,5.23,156.84
31.32,38.6,7.57,636.04,3,5.78,173.35
0.41,82.71,11.16,949.5,3,5.5,165.11
6.95,27.24,7.55,996.73,6,6.11,183.21
-4.21,65.96,1.02,375.24,10,7.73,231.96
8.2,83.49,10.85,599.01,24,15.82,474.63
29.79,31.81,12.09,856.27,22,15.63,468.81
18.31,87.78,4.34,117.46,18,12.59,377.82
10.66,51.7,9.96,689.56,18,12.84,385.15
11.73,86.2,6.4,408.84,14,11.08,332.25
-4.94,67.38,13.34,206.15,16,10.89,326.7
8.49,41.11,12.68,402.75,7,6.51,195.34
24.09,33.18,7.88,75.96,1,3.85,115.43
38.84,41.26,10.37,695.41,17,12.85,385.61
33.12,26.51,13.25,252.74,23,15.69,470.64
-3.94,30.07,7.44,311.41,5,3.99,119.84
35.44,27.33,4.7,121.08,1,3.73,111.87
30.24,49.61,11.3,864.66,21,15.28,458.55
30.12,75.69,3.3,493.44,17,13.35,400.55
15.61,29.9,5.83,572.15,10,7.7,231.05
12.91,29.12,12.99,569.43,12,9.61,288.23
8.63,65.04,10.87,410.49,20,13.94,418.27
-2.04,33.8,6.06,192.53,2,3.05,91.62
5.27,26.83,3.22,745.13,23,14.12,423.7
6.1,31.68,5.34,127.06,16,10.47,314.01
16.78,84.66,4.26,103.87,15,11.09,332.77
28.63,77.5,2.64,710.15,13,11.26,337.93
16.32,44.78,11.15,208.84,18,12.67,380.14
-2.4,65.91,3.78,306.77,20,13.07,392.22
38.1,57.61,6.81,475.23,22,16.16,484.92
37.42,67.4,5.79,449.35,14,11.6,348.14
30.33,67.79,14.73,708.58,18,13.76,412.66
39.61,64.01,5.87,623.43,2,5.86,175.73
19.5,38.63,1.2,644.4,2,4.37,131.08
38.32,22.73,1.35,714.05,3,5.44,163.18
-1.6,51.89,8.86,292.61,5,4.89,146.72
11.46,82.37,8.99,322.33,16,11.93,357.98
5.14,59.86,6.28,438.0,22,14.34,430.3
3.81,78.27,6.48,307.46,15,10.99,329.8
1.34,89.41,0.81,984.94,12,10.18,305.36
23.01,31.45,7.75,814.05,9,7.86,235.75
30.16,68.42,7.57,164.65,14,10.82,324.48
21.02,67.2,2.24,5.59,21,14.26,427.72
1.61,88.6,1.56,42.78,16,10.98,329.26
31.5,88.99,1.85,244.06,11,10.23,306.98
23.62,68.07,1.52,114.29,6,6.25,187.64
12.47,37.05,9.15,533.34,10,7.93,237.82
25.34,75.9,2.95,858.0,8,8.87,266.09
6.7,27.49,3.77,736.75,16,11.09,332.81
10.53,74.65,2.6,215.61,3,5.23,156.91
36.29,83.71,14.37,399.3,2,6.32,189.58
8.07,46.8,12.82,507.89,16,11.28,338.33
16.15,64.14,3.46,810.21,19,13.84,415.12
35.06,50.11,4.91,839.12,9,9.28,278.38
26.85,50.64,3.15,909.72,16,12.38,371.29
-2.2,41.73,7.38,509.25,22,13.86,415.8
1.63,73.35,0.29,694.27,4,5.54,166.24
-4.65,85.53,10.07,111.8,10,8.3,249.04
23.39,85.85,7.85,565.29,19,13.91,417.17
15.15,32.23,13.48,248.69,13,9.58,287.38
1.04,81.23,2.47,431.72,18,12.52,375.75
38.11,71.62,12.06,634.05,15,12.44,373.34
18.83,37.7,11.88,256.99,4,5.6,168.11
5.89,24.71,1.91,52.19,9,6.08,182.43
17.53,38.76,5.98,10.23,4,5.15,154.48
25.58,83.85,2.55,22.16,16,12.17,365.01
-1.57,64.32,3.82,8.35,21,12.52,375.73
7.36,70.47,3.95,110.36,15,10.48,314.39
31.31,38.0,8.34,239.49,24,16.0,479.92
15.68,70.36,6.17,221.22,2,4.73,141.95
19.6,21.97,14.22,986.8,14,10.76,322.79
14.48,46.27,1.9,306.01,3,4.91,147.35
-3.02,63.87,14.61,127.42,22,13.71,411.33
2.46,30.23,3.46,545.56,23,13.88,416.48
15.05,77.61,11.59,857.96,4,6.07,182.18
4.41,36.45,5.08,678.06,1,3.7,111.07
-2.75,65.66,2.15,296.08,23,13.71,411.4
32.96,48.36,12.87,561.62,9,9.09,272.74
39.15,61.72,4.63,714.86,17,13.85,415.49
30.69,27.52,9.88,728.1,14,10.83,324.75
33.42,21.18,8.5,666.54,17,12.54,376.31
5.89,83.67,7.08,870.81,1,4.29,128.75
38.23,38.87,7.44,870.11,10,10.04,301.25
3.86,77.38,10.98,578.94,23,15.21,456.4
37.81,89.95,1.32,429.86,16,13.52,405.45
39.77,34.8,10.02,641.57,19,14.52,435.63
27.03,38.56,13.44,818.21,24,16.49,494.78
39.15,66.4,0.87,5.65,3,6.04,181.28
20.63,87.58,2.11,992.0,12,10.89,326.63
6.68,84.11,10.75,182.89,3,4.91,147.18
14.66,55.2,6.56,470.25,15,11.15,334.57
21.71,75.66,6.05,872.03,17,13.56,406.82
-1.71,29.5,2.05,225.04,18,10.71,321.24
23.01,88.42,7.6,476.8,7,7.94,238.14
39.15,87.5,1.9,132.58,19,14.29,428.57
3.55,31.46,7.15,395.08,7,5.85,175.56
30.67,40.96,11.45,177.14,5,5.95,178.41
35.86,27.01,3.87,363.63,8,7.81,234.34
37.47,39.02,7.21,373.46,21,14.74,442.14
38.21,77.12,14.88,993.17,16,13.98,419.42
18.47,46.48,10.3,994.81,16,12.02,360.59
38.98,26.19,12.62,114.79,19,13.58,407.38
29.08,43.96,6.22,725.97,15,12.12,363.72
2.28,88.7,11.52,51.75,7,7.24,217.21
16.46,64.08,0.61,30.19,5,5.74,172.1
27.32,49.13,1.84,105.33,23,14.55,436.56
6.13,31.66,3.05,965.49,11,8.97,268.97
23.83,89.03,6.03,940.86,10,10.3,308.99
25.0,77.46,12.69,193.93,21,14.71,441.29
2.32,39.7,5.19,161.67,23,13.37,401.24
20.43,24.9,9.82,240.54,9,7.2,215.94
29.72,23.96,10.64,515.55,1,3.97,119.04
17.45,28.43,8.79,569.7,20,12.82,384.6
-4.46,60.65,5.36,221.59,1,3.27,98.24
-4.59,85.01,8.66,756.62,8,7.53,225.83
11.07,54.77,5.13,309.55,3,4.81,144.37
36.68,79.01,1.26,922.13,2,6.7,201.06
5.29,51.21,14.89,656.72,4,5.68,170.51
23.55,69.6,1.91,436.35,19,13.95,418.37
4.99,71.23,1.09,789.91,11,9.46,283.92
9.48,32.18,13.18,817.91,5,5.77,173.09
33.16,45.29,4.53,290.48,24,16.44,493.21
27.8,64.61,9.75,339.71,10,9.54,286.13
-0.71,24.95,4.94,935.96,24,14.12,423.55
14.29,45.31,5.87,164.74,23,14.64,439.3
-3.69,57.44,3.93,42.15,8,6.31,189.34
16.64,89.74,5.15,454.06,13,11.14,334.23
24.81,53.22,6.16,801.21,5,6.66,199.91
0.33,77.12,10.81,771.67,12,9.74,292.2
8.0,50.24,7.67,919.53,13,9.57,287.0
12.9,75.75,14.15,533.2,22,14.95,448.5
36.38,61.68,0.63,100.06,8,7.73,232.01
39.7,82.06,7.55,588.69,15,12.96,388.89
-2.98,48.77,8.76,778.4,13,9.69,290.55
29.25,62.3,13.8,93.33,1,4.42,132.66
11.73,64.1,0.74,172.66,22,14.09,422.72
12.66,49.22,8.6,12.29,6,5.59,167.75
28.94,30.1,12.8,593.65,11,9.15,274.43
36.33,26.55,3.63,886.73,13,10.85,325.62
37.79,21.17,13.14,670.66,21,14.46,433.71
20.97,81.15,0.29,982.04,20,14.75,442.48
11.07,36.55,10.99,63.03,1,2.71,81.26
30.44,34.81,14.0,903.0,11,9.65,289.43
6.3,71.52,9.86,814.07,11,9.41,282.15
20.38,42.4,6.59,314.24,8,7.47,224.11
11.14,55.42,0.67,973.53,22,14.19,425.64
24.55,31.38,13.8,287.94,3,5.13,153.91
5.82,87.18,7.05,889.3,19,13.97,419.22
3.62,79.61,0.43,880.75,12,9.89,296.68
36.32,80.47,10.35,757.66,6,8.12,243.74
-0.42,48.47,7.23,563.47,23,14.32,429.64
17.77,73.37,1.87,120.0,8,7.7,231.12
4.94,30.07,3.21,531.97,5,4.51,135.42
-3.25,20.6,0.97,356.8,10,6.99,209.72
-3.38,21.4,8.61,792.22,22,13.72,411.48
2.88,61.06,9.33,758.13,16,11.75,352.62
34.0,51.88,7.59,910.61,12,11.2,336.02
7.71,56.26,12.26,14.83,17,11.64,349.15
37.77,20.52,12.92,809.1,6,7.63,228.87
21.17,49.59,9.23,938.46,9,8.94,268.34
14.65,70.26,0.19,789.3,10,9.24,277.17
21.1,50.99,10.43,130.19,20,13.68,410.42
18.25,71.26,6.27,81.28,14,10.43,313.04
29.14,36.31,8.48,20.85,14,10.33,310.04
7.71,76.92,9.74,628.75,17,12.74,382.26
10.89,61.19,5.25,629.67,16,11.07,332.18
35.23,34.75,13.76,986.91,4,7.06,211.66
37.59,36.57,2.01,398.04,2,5.52,165.72
35.17,63.96,10.07,331.91,16,12.88,386.33
13.88,78.1,0.07,624.42,1,4.88,146.28
30.12,49.09,13.87,825.61,3,6.42,192.51
16.44,38.08,1.69,936.77,23,14.61,438.15
17.39,80.69,1.42,803.12,11,10.16,304.68
4.21,66.85,5.0,426.67,16,10.91,327.26
21.6,51.37,5.6,634.91,18,12.86,385.69
3.38,54.15,3.21,856.3,15,10.52,315.5
9.92,34.3,8.78,490.61,9,7.2,216.13
33.48,63.88,6.64,216.69,12,10.3,308.96
4.32,45.11,0.51,169.72,18,11.18,335.46
-1.8,89.7,4.79,0.16,5,5.48,164.44
-1.89,53.61,12.16,718.24,24,15.37,461.21
37.34,54.01,10.35,111.1,8,8.17,244.97
17.81,59.61,10.87,243.84,3,4.87,146.0
13.42,84.17,10.47,297.88,2,5.13,154.01
31.49,76.06,4.66,560.38,19,14.47,433.99
32.61,51.58,1.49,397.96,8,8.51,255.18
9.95,70.31,4.09,674.67,2,4.22,126.51
26.21,61.04,12.48,55.64,19,13.81,414.43
29.7,54.47,14.71,123.94,1,4.66,139.81
24.46,33.46,7.41,499.21,22,14.73,442.05
1.82,52.48,0.15,336.96,13,8.57,257.2
34.41,37.21,2.1,295.81,23,15.26,457.69
19.26,84.04,4.83,67.03,20,13.58,407.49
7.71,43.48,8.68,895.72,17,11.67,349.96
14.14,86.66,1.13,691.82,3,5.67,170.09
-3.31,57.31,14.15,121.62,9,7.34,220.18
0.75,64.21,5.48,65.05,5,5.29,158.85
29.45,58.01,13.69,974.87,6,8.11,243.27
-5.0,29.06,11.71,681.17,4,4.4,132.09
13.75,46.31,11.33,417.46,17,11.8,353.94
18.51,26.94,9.1,701.73,21,14.41,432.36
-2.54,63.61,9.4,756.33,21,13.74,412.31
38.79,51.28,9.57,779.96,21,15.29,458.58
5.18,74.46,9.43,477.88,16,11.24,337.17
8.69,35.43,8.31,429.88,16,10.93,328.01
8.68,31.52,14.8,11.03,22,13.54,406.26
5.37,48.44,10.98,926.56,11,8.5,255.03
-4.93,84.86,11.65,603.31,2,4.73,142.01
27.82,69.73,13.09,203.15,17,13.09,392.57
38.51,49.32,3.23,919.6,15,12.59,377.71
5.09,56.21,1.26,914.93,18,11.9,357.01
24.84,25.89,7.24,989.18,10,8.83,264.85
28.39,88.92,7.71,874.06,6,8.74,262.15
33.18,66.65,12.44,997.78,21,16.23,486.76
14.02,39.98,6.66,244.69,16,10.73,321.91
8.63,61.01,8.56,842.25,5,5.91,177.24
9.64,27.66,7.91,823.03,12,9.04,271.33
27.07,87.61,0.57,230.94,6,7.21,216.29
31.76,32.23,9.23,98.44,14,10.79,323.7
3.17,65.36,12.42,979.42,23,15.78,473.53
11.69,37.18,2.36,296.02,16,10.56,316.74
35.59,70.23,8.91,870.89,7,8.38,251.54
31.3,74.38,8.9,4.13,2,5.72,171.64
39.32,67.14,2.46,21.02,6,6.94,208.25
28.94,63.01,1.85,465.87,9,9.18,275.45
12.69,82.47,14.7,238.71,7,7.63,228.85
21.58,25.5,5.91,689.84,2,4.9,146.93
24.75,43.16,3.41,565.56,19,12.97,389.04
-1.47,37.38,2.57,77.49,8,5.37,161.08
19.5,89.16,10.01,162.63,11,9.71,291.29
26.92,47.26,9.14,388.05,4,5.9,177.12
2.53,71.28,9.65,185.6,16,10.86,325.76
30.13,67.93,1.32,792.22,18,14.15,424.64
21.27,34.85,13.4,416.07,13,10.4,312.03
37.85,36.73,5.84,93.43,5,6.56,196.72
-3.09,39.69,4.7,484.34,2,2.93,87.82
6.94,48.78,6.94,90.84,11,8.36,250.67
22.07,36.4,5.85,128.94,1,3.86,115.89
8.35,21.38,12.95,239.61,13,8.9,266.94
27.15,81.56,13.94,859.53,5,8.19,245.73
29.16,87.59,4.55,924.61,18,13.94,418.13
-0.39,43.91,12.96,826.26,14,9.84,295.24
18.12,43.7,11.72,334.08,13,9.53,285.87
17.9,20.5,13.96,272.45,7,6.79,203.75
11.62,67.62,3.69,549.16,8,7.71,231.44
36.98,77.78,8.65,721.85,18,14.2,426.03
32.24,30.26,4.12,993.37,7,7.5,224.94
26.37,31.18,12.36,131.57,20,12.98,389.54
27.14,75.31,0.08,49.29,17,12.08,362.45
15.78,63.14,8.47,694.36,16,11.95,358.6
36.44,23.14,5.09,832.23,11,9.52,285.51
26.26,63.58,4.84,846.35,19,13.83,415.05
27.8,41.62,9.67,678.46,1,5.07,152.01
33.78,45.81,12.77,954.02,21,15.46,463.72
7.33,73.88,9.14,511.0,8,7.86,235.76
31.32,76.77,12.8,913.81,1,5.43,163.04
3.79,48.02,3.97,967.81,9,7.6,228.06
10.54,86.3,7.79,847.16,19,13.81,414.39
10.1,48.45,6.76,309.76,21,13.17,395.19
39.03,74.03,0.17,196.22,9,8.75,262.62
33.54,53.87,8.35,548.12,21,15.42,462.71
26.55,82.83,9.92,453.01,10,10.17,305.23
27.72,83.54,8.88,877.76,24,16.78,503.39
20.29,26.12,11.04,100.03,23,14.32,429.52
37.62,85.55,8.57,257.74,11,11.07,331.96
17.33,77.79,1.0,751.8,1,4.29,128.62
12.12,75.39,1.75,94.99,20,13.41,402.15
2.34,34.06,8.95,320.76,8,6.86,205.79
30.38,76.36,4.12,387.16,20,15.04,451.06
28.05,79.51,1.19,622.59,12,10.62,318.67
12.3,40.24,6.44,158.13,1,2.93,88.01
-3.87,86.66,8.31,860.6,10,8.35,250.56
32.75,23.49,4.93,447.54,4,6.09,182.78
-4.49,30.49,10.81,917.02,15,10.54,316.15
26.67,57.63,9.66,467.87,19,13.85,415.54
38.66,60.31,4.99,275.04,6,7.83,234.91
14.69,65.16,11.32,141.83,5,6.26,187.78
5.57,21.19,9.73,3.75,5,4.66,139.8
26.72,87.23,9.56,532.16,18,14.23,426.8
31.77,23.12,8.3,107.16,3,5.09,152.78
19.59,30.01,0.17,391.73,22,14.01,420.32
38.52,20.98,10.45,589.27,2,4.99,149.55
-2.67,59.68,5.64,275.69,4,4.75,142.46
17.72,85.26,14.14,175.22,18,13.16,394.91
27.33,66.62,12.27,774.72,9,9.14,274.09
33.82,77.59,8.82,946.79,19,15.26,457.68
3.07,20.93,3.78,100.44,10,6.98,209.48
31.0,57.94,3.06,155.59,22,15.39,461.8
19.87,52.17,5.11,960.01,15,11.32,339.47
12.84,54.93,7.15,37.78,1,3.64,109.27
0.93,25.05,4.44,977.63,11,7.9,237.08
33.94,67.91,7.72,4.64,14,11.7,350.85
2.08,55.23,2.48,873.67,10,7.76,232.68
8.94,73.56,14.67,307.33,19,13.32,399.65
8.05,53.97,1.62,938.59,24,15.76,472.81
34.21,30.46,13.98,316.95,21,14.41,432.33
